NAME,Year,Industry,Category,NAICS Code,BEA Line Code,BEA Employment,NAICS Employment
"Humphreys County, Tennessee",2039,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,76.17857142857143,76.17857142857143
"Humphreys County, Tennessee",2027,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,76.46428571428571,76.46428571428571
"Humphreys County, Tennessee",2032,Health care and social assistance,BEA and NAICS,62,1600,712.183008437591,812.5939212578894
"Humphreys County, Tennessee",2042,Retail trade,BEA and NAICS,44-45,700,973.0,973.0
"Humphreys County, Tennessee",2033,Educational services,BEA and NAICS,61,1500,112.80549898167006,219.0757727581369
"Humphreys County, Tennessee",2026,Utilities,BEA and NAICS,22,300,15.678789642129763,27.71605415014906
"Humphreys County, Tennessee",2025,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,301.17857142857144,301.17857142857144
"Humphreys County, Tennessee",2048,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,614.2142857142857,614.2142857142857
"Humphreys County, Tennessee",2042,Total employment (number of jobs),BEA and NAICS,NA,10,10241.42857142857,10241.42857142857
"Humphreys County, Tennessee",2032,Information,BEA and NAICS,51,900,38.14285714285714,38.14285714285714
"Humphreys County, Tennessee",2033,Construction,BEA and NAICS,23,400,860.5357142857143,934.0047629050164
"Humphreys County, Tennessee",2038,Total employment (number of jobs),BEA and NAICS,NA,10,10015.142857142857,10015.142857142857
"Humphreys County, Tennessee",2043,Finance and insurance,BEA and NAICS,52,1000,395.5,395.5
"Humphreys County, Tennessee",2022WP,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,313.0,313.0
"Humphreys County, Tennessee",2025,Finance and insurance,BEA and NAICS,52,1000,269.64285714285717,269.64285714285717
"Humphreys County, Tennessee",2039,"Agriculture, forestry, fishing and hunting",BEA and NAICS,11,"70, 100",701.4976723887111,701.4976723887111
"Humphreys County, Tennessee",2023,Health care and social assistance,BEA and NAICS,62,1600,642.2745126563864,732.8290040342742
"Humphreys County, Tennessee",2032,Management of companies and enterprises,BEA and NAICS,55,1300,0.0,0.0
"Humphreys County, Tennessee",2048,Manufacturing,BEA and NAICS,31-33,500,1509.0714285714287,1509.0714285714287
"Humphreys County, Tennessee",2027,"Agriculture, forestry, fishing and hunting",BEA and NAICS,11,"70, 100",700.0405877218504,700.0405877218504
"Humphreys County, Tennessee",2025,Government,BEA,NA,2000,1183.5714285714287,0
"Humphreys County, Tennessee",2027,Construction,BEA and NAICS,23,400,853.6071428571429,926.4846581528449
"Humphreys County, Tennessee",2022WP,Accommodation and food services,BEA and NAICS,72,1800,719.0,719.0
"Humphreys County, Tennessee",2050,Construction,BEA and NAICS,23,400,875.0,949.7039506608384
"Humphreys County, Tennessee",2025,Health care and social assistance,BEA and NAICS,62,1600,656.3652894966541,748.9064440609923
"Humphreys County, Tennessee",2039,Construction,BEA and NAICS,23,400,866.4642857142857,940.4394917135754
"Humphreys County, Tennessee",2032,Construction,BEA and NAICS,23,400,859.2142857142857,932.5705161223857
"Humphreys County, Tennessee",2033,Management of companies and enterprises,BEA and NAICS,55,1300,0.0,0.0
"Humphreys County, Tennessee",2027,Educational services,BEA and NAICS,61,1500,96.38391038696537,187.18395681141862
"Humphreys County, Tennessee",2042,Other services (except government and government enterprises),BEA and NAICS,81,1900,861.8571428571429,861.8571428571429
"Humphreys County, Tennessee",2050,"Agriculture, forestry, fishing and hunting",BEA and NAICS,11,"70, 100",704.0,704.0
"Humphreys County, Tennessee",2043,Information,BEA and NAICS,51,900,35.0,35.0
"Humphreys County, Tennessee",2023,Information,BEA and NAICS,51,900,40.714285714285715,40.714285714285715
"Humphreys County, Tennessee",2033,Information,BEA and NAICS,51,900,37.857142857142854,37.857142857142854
"Humphreys County, Tennessee",2046,Real estate and rental and leasing,BEA and NAICS,53,1100,187.57142857142858,187.57142857142858
"Humphreys County, Tennessee",2032,Educational services,BEA and NAICS,61,1500,109.73523421588594,213.11311462348752
"Humphreys County, Tennessee",2038,Real estate and rental and leasing,BEA and NAICS,53,1100,207.71428571428572,207.71428571428572
"Humphreys County, Tennessee",2025,Accommodation and food services,BEA and NAICS,72,1800,730.3571428571429,730.3571428571429
"Humphreys County, Tennessee",2042,"Professional, scientific, and technical services",BEA and NAICS,54,1200,210.85714285714286,210.85714285714286
"Humphreys County, Tennessee",2043,Health care and social assistance,BEA and NAICS,62,1600,784.1822810590631,894.7443946250517
"Humphreys County, Tennessee",2033,Health care and social assistance,BEA and NAICS,62,1600,719.7283968577248,821.2031364330471
"Humphreys County, Tennessee",2023,Finance and insurance,BEA and NAICS,52,1000,252.21428571428572,252.21428571428572
"Humphreys County, Tennessee",2032,Finance and insurance,BEA and NAICS,52,1000,327.14285714285717,327.14285714285717
"Humphreys County, Tennessee",2033,Government,BEA,NA,2000,1252.4285714285713,0
"Humphreys County, Tennessee",2022WP,Educational services,BEA and NAICS,61,1500,84.0,163.13358016947143
"Humphreys County, Tennessee",2042,Real estate and rental and leasing,BEA and NAICS,53,1100,198.14285714285714,198.14285714285714
"Humphreys County, Tennessee",2042,Transportation and warehousing,BEA and NAICS,48-49,800,587.7142857142857,646.7707570330916
"Humphreys County, Tennessee",2033,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,75.82142857142857,75.82142857142857
"Humphreys County, Tennessee",2022WP,Construction,BEA and NAICS,23,400,742.0,805.3489501603909
"Humphreys County, Tennessee",2032,Public Administration,NAICS,92,NA,0,899.211715598876
"Humphreys County, Tennessee",2047,Manufacturing,BEA and NAICS,31-33,500,1511.607142857143,1511.607142857143
"Humphreys County, Tennessee",2042,Public Administration,NAICS,92,NA,0,946.865066023357
"Humphreys County, Tennessee",2043,"Agriculture, forestry, fishing and hunting",BEA and NAICS,11,"70, 100",702.3167006109979,702.3167006109979
"Humphreys County, Tennessee",2032,Real estate and rental and leasing,BEA and NAICS,53,1100,220.07142857142856,220.07142857142856
"Humphreys County, Tennessee",2032,Wholesale trade,BEA and NAICS,42,600,151.6511492580739,151.6511492580739
"Humphreys County, Tennessee",2038,Wholesale trade,BEA and NAICS,42,600,150.4340995053826,150.4340995053826
"Humphreys County, Tennessee",2025,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,75.67857142857143,75.67857142857143
"Humphreys County, Tennessee",2032,Utilities,BEA and NAICS,22,300,16.75909223159732,29.625750354489604
"Humphreys County, Tennessee",2039,Accommodation and food services,BEA and NAICS,72,1800,800.3571428571429,800.3571428571429
"Humphreys County, Tennessee",2032,Retail trade,BEA and NAICS,44-45,700,973.5,973.5
"Humphreys County, Tennessee",2023,Government,BEA,NA,2000,1157.857142857143,0
"Humphreys County, Tennessee",2026,Public Administration,NAICS,92,NA,0,875.0532393208512
"Humphreys County, Tennessee",2043,Accommodation and food services,BEA and NAICS,72,1800,813.5,813.5
"Humphreys County, Tennessee",2043,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,538.25,538.25
"Humphreys County, Tennessee",2026,Wholesale trade,BEA and NAICS,42,600,151.8681990107652,151.8681990107652
"Humphreys County, Tennessee",2025,Construction,BEA and NAICS,23,400,850.9642857142857,923.6161645875834
"Humphreys County, Tennessee",2038,Public Administration,NAICS,92,NA,0,926.5624594474767
"Humphreys County, Tennessee",2032,Total employment (number of jobs),BEA and NAICS,NA,10,9656.214285714286,9656.214285714286
"Humphreys County, Tennessee",2032,Transportation and warehousing,BEA and NAICS,48-49,800,540.8571428571429,595.2051740708034
"Humphreys County, Tennessee",2049,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,74.10714285714286,74.10714285714286
"Humphreys County, Tennessee",2022WP,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,72.0,72.0
"Humphreys County, Tennessee",2049,Information,BEA and NAICS,51,900,33.285714285714285,33.285714285714285
"Humphreys County, Tennessee",2047,Construction,BEA and NAICS,23,400,873.0357142857143,947.5719622001712
"Humphreys County, Tennessee",2032,"Professional, scientific, and technical services",BEA and NAICS,54,1200,215.92857142857142,215.92857142857142
"Humphreys County, Tennessee",2027,Accommodation and food services,BEA and NAICS,72,1800,742.9285714285714,742.9285714285714
"Humphreys County, Tennessee",2048,Accommodation and food services,BEA and NAICS,72,1800,826.4285714285714,826.4285714285714
"Humphreys County, Tennessee",2043,Educational services,BEA and NAICS,61,1500,139.5081466395112,270.9340883822747
"Humphreys County, Tennessee",2038,Transportation and warehousing,BEA and NAICS,48-49,800,569.5714285714286,626.8048148495227
"Humphreys County, Tennessee",2032,Manufacturing,BEA and NAICS,31-33,500,1548.642857142857,1548.642857142857
"Humphreys County, Tennessee",2033,"Agriculture, forestry, fishing and hunting",BEA and NAICS,11,"70, 100",700.7691300552808,700.7691300552808
"Humphreys County, Tennessee",2050,"Mining, quarrying, and oil and gas extraction",BEA and NAICS,21,200,51.0,51.0
"Humphreys County, Tennessee",2046,Total employment (number of jobs),BEA and NAICS,NA,10,10458.714285714286,10458.714285714286
"Humphreys County, Tennessee",2042,Utilities,BEA and NAICS,22,300,17.89292988070992,31.630082729473482
"Humphreys County, Tennessee",2043,Construction,BEA and NAICS,23,400,869.75,944.0057269568733
"Humphreys County, Tennessee",2033,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,400.32142857142856,400.32142857142856
"Humphreys County, Tennessee",2025,"Agriculture, forestry, fishing and hunting",BEA and NAICS,11,"70, 100",699.1310736107071,699.1310736107071
"Humphreys County, Tennessee",2032,"Mining, quarrying, and oil and gas extraction",BEA and NAICS,21,200,78.85714285714286,78.85714285714286
"Humphreys County, Tennessee",2038,"Professional, scientific, and technical services",BEA and NAICS,54,1200,213.28571428571428,213.28571428571428
"Humphreys County, Tennessee",2027,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,324.9642857142857,324.9642857142857
"Humphreys County, Tennessee",2046,Utilities,BEA and NAICS,22,300,18.94646494035496,33.49246084849237
"Humphreys County, Tennessee",2025,Educational services,BEA and NAICS,61,1500,90.24338085539713,175.2586405421199
"Humphreys County, Tennessee",2039,Administrative and support and waste management and remediation services,BEA and NAICS,56,1400,480.67857142857144,480.67857142857144
"Humphreys County, Tennessee",2022BL,Accommodation and food services,BEA and NAICS,72,1800,725.0,725.0
"Humphreys County, Tennessee",2032,Other services (except government and government enterprises),BEA and NAICS,81,1900,687.4285714285714,687.4285714285714
"Humphreys County, Tennessee",2033,Accommodation and food services,BEA and NAICS,72,1800,774.6428571428571,774.6428571428571
"Humphreys County, Tennessee",2046,Transportation and warehousing,BEA and NAICS,48-49,800,604.8571428571429,665.6362142144167
"Humphreys County, Tennessee",2042,Wholesale trade,BEA and NAICS,42,600,149.95606633692174,149.95606633692174
"Humphreys County, Tennessee",2043,"Arts, entertainment, and recreation",BEA and NAICS,71,1700,74.75,74.75
"Humphreys County, Tennessee",2022WP,"Agriculture, forestry, fishing and hunting",BEA and NAICS,11,"70, 100",697.0,697.0
"Humphreys County, Tennessee",2048,"Professional, scientific, and technical services",BEA and NAICS,54,1200,205.21428571428572,205.21428571428572
"Humphreys County, Tennessee",2038,Utilities,BEA and NAICS,22,300,17.839394821064882,31.53544655883016
"Humphreys County, Tennessee",2024,Total employment (number of jobs),BEA and NAICS,NA,10,9130.642857142857,9130.642857142857
"Humphreys County, Tennessee",2050,Transportation and warehousing,BEA and NAICS,48-49,800,620.0,682.3007013912537
"Humphreys County, Tennessee",2033,Manufacturing,BEA and NAICS,31-33,500,1547.107142857143,1547.107142857143
"Humphreys County, Tennessee",2025,Manufacturing,BEA and NAICS,31-33,500,1564.392857142857,1564.392857142857
"Humphreys County, Tennessee",2038,Information,BEA and NAICS,51,900,36.42857142857143,36.42857142857143
"Humphreys County, Tennessee",2031,Real estate and rental and leasing,BEA and NAICS,53,1100,221.96428571428572,221.96428571428572
"Humphreys County, Tennessee",2042,Educational services,BEA and NAICS,61,1500,137.4378818737271,266.9134966782143
"Humphreys County, Tennessee",2043,Retail trade,BEA and NAICS,44-45,700,972.25,972.25
"Humphreys County, Tennessee",2033,Public Administration,NAICS,92,NA,0,903.458409831317
"Humphreys County, Tennessee",2039,Government,BEA,NA,2000,1306.5714285714287,0
"Humphreys County, Tennessee",2027,Management of companies and enterprises,BEA and NAICS,55,1300,0.0,0.0
"Humphreys County, Tennessee",2031,Retail trade,BEA and NAICS,44-45,700,973.25,973.25
"Humphreys County, Tennessee",2026,Total employment (number of jobs),BEA and NAICS,NA,10,9270.285714285714,9270.285714285714
"Humphreys County, Tennessee",2033,Wholesale trade,BEA and NAICS,42,600,151.78164096595867,151.78164096595867
"Humphreys County, Tennessee",2048,Construction,BEA and NAICS,23,400,873.3571428571429,947.9208330391895
"Humphreys County, Tennessee",2042,Finance and insurance,BEA and NAICS,52,1000,390.2857142857143,390.2857142857143
"Humphreys County, Tennessee",2043,Real estate and rental and leasing,BEA and NAICS,53,1100,195.25,195.25
"Humphreys County, Tennessee",2046,"Mining, quarrying, and oil and gas extraction",BEA and NAICS,21,200,56.85714285714286,56.85714285714286
"Humphreys County, Tennessee",2031,Total employment (number of jobs),BEA and NAICS,NA,10,9597.392857142857,9597.392857142857
"Humphreys County, Tennessee",2033,Utilities,BEA and NAICS,22,300,16.772475996508582,29.64940939715044
"Humphreys County, Tennessee",2038,Management of companies and enterprises,BEA and NAICS,55,1300,0.0,0.0
"Humphreys County, Tennessee",2049,Health care and social assistance,BEA and NAICS,62,1600,812.4546115798662,927.0028501748399
"Humphreys County, Tennessee",2024,Utilities,BEA and NAICS,22,300,15.652022112307243,27.6687360648274
"Humphreys County, Tennessee",2027,Information,BEA and NAICS,51,900,39.57142857142857,39.57142857142857
"Humphreys County, Tennessee",2042,Government,BEA,NA,2000,1333.142857142857,0
"Humphreys County, Tennessee",2048,"Agriculture, forestry, fishing and hunting",BEA and NAICS,11,"70, 100",703.0904858888566,703.0904858888566
"Humphreys County, Tennessee",2024,Transportation and warehousing,BEA and NAICS,48-49,800,496.57142857142856,546.4694096857138
"Humphreys County, Tennessee",2033,Transportation and warehousing,BEA and NAICS,48-49,800,546.1428571428571,601.0220233683785
"Humphreys County, Tennessee",2046,Manufacturing,BEA and NAICS,31-33,500,1514.142857142857,1514.142857142857
"Humphreys County, Tennessee",2022WP,Health care and social assistance,BEA and NAICS,62,1600,652.0,743.9256909856078
"Humphreys County, Tennessee",2043,Utilities,BEA and NAICS,22,300,17.906313645621182,31.653741772134314
"Humphreys County, Tennessee",2027,"Mining, quarrying, and oil and gas extraction",BEA and NAICS,21,200,86.92857142857143,86.92857142857143
